id,name,artists,duration (ms),popularity,url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,Kesha,199693,83,https://p.scdn.co/mp3-preview/ea95bec21bd6c4979cc91f5d5528b533d879905c?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.755,0.837,2,-2.718,0,0.142,0.0991,0,0.289,0.714,120.028,audio_features,spotify:track:0HPD5WQqrq7wPWR7P7Dw1i,https://api.spotify.com/v1/tracks/0HPD5WQqrq7wPWR7P7Dw1i,https://api.spotify.com/v1/audio-analysis/0HPD5WQqrq7wPWR7P7Dw1i,199693,4
4RLHj4aXHBZIWPBsXqEGgO,The King's Affirmation,Iniko,159344,65,https://p.scdn.co/mp3-preview/96528b104cbc9df5b8964157b25cb0a7618c726f?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.671,0.465,11,-11.935,1,0.0382,0.468,0.00836,0.166,0.408,121.969,audio_features,spotify:track:4RLHj4aXHBZIWPBsXqEGgO,https://api.spotify.com/v1/tracks/4RLHj4aXHBZIWPBsXqEGgO,https://api.spotify.com/v1/audio-analysis/4RLHj4aXHBZIWPBsXqEGgO,159344,4
4nmne9J3YCEdhvjTzwiAgu,Black Magic Woman,Santana,195866,59,https://p.scdn.co/mp3-preview/7cd8cb03bbf216b390c487efdf60c74dd8b03030?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.497,0.552,9,-7.102,0,0.0307,0.679,0.0314,0.089,0.633,124.359,audio_features,spotify:track:4nmne9J3YCEdhvjTzwiAgu,https://api.spotify.com/v1/tracks/4nmne9J3YCEdhvjTzwiAgu,https://api.spotify.com/v1/audio-analysis/4nmne9J3YCEdhvjTzwiAgu,195867,4
6iYxkBHyMpsgVxUgfy5fSx,ALL MY LOVE,Coldplay,222647,75,https://p.scdn.co/mp3-preview/0b49a29783a9366fb5a23490278523852f905d55?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.521,0.279,9,-10.279,1,0.0263,0.592,7.19e-05,0.109,0.234,137.848,audio_features,spotify:track:6iYxkBHyMpsgVxUgfy5fSx,https://api.spotify.com/v1/tracks/6iYxkBHyMpsgVxUgfy5fSx,https://api.spotify.com/v1/audio-analysis/6iYxkBHyMpsgVxUgfy5fSx,222696,4
6lanRgr6wXibZr8KgzXxBl,a thousand years,Christina Perri,285120,81,https://p.scdn.co/mp3-preview/be3f3ae6466123836bb05ce0a23a368c196e62f7?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,audio_features,spotify:track:6lanRgr6wXibZr8KgzXxBl,https://api.spotify.com/v1/tracks/6lanRgr6wXibZr8KgzXxBl,https://api.spotify.com/v1/audio-analysis/6lanRgr6wXibZr8KgzXxBl,285120,3
5O2P9iiztwhomNh8xkR9lJ,Night Changes,One Direction,226600,86,https://p.scdn.co/mp3-preview/359be833b46b250c696bbb64caa5dc91f2a38c6a?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.672,0.52,8,-7.747,1,0.0353,0.859,0,0.115,0.37,120.001,audio_features,spotify:track:5O2P9iiztwhomNh8xkR9lJ,https://api.spotify.com/v1/tracks/5O2P9iiztwhomNh8xkR9lJ,https://api.spotify.com/v1/audio-analysis/5O2P9iiztwhomNh8xkR9lJ,226600,4
6rG1DdPCTzGibgHliYJ4ws,Little Bit More,Suriel Hess,180678,64,https://p.scdn.co/mp3-preview/6050a981f924c34f4298605d2cc9f8f597f8f536?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.565,0.333,7,-11.613,1,0.107,0.68,0.00109,0.111,0.301,85.786,audio_features,spotify:track:6rG1DdPCTzGibgHliYJ4ws,https://api.spotify.com/v1/tracks/6rG1DdPCTzGibgHliYJ4ws,https://api.spotify.com/v1/audio-analysis/6rG1DdPCTzGibgHliYJ4ws,180678,4
5uQ7de4EWjb3rkcFxyEOpu,Belong Together,Mark Ambor,148317,84,https://p.scdn.co/mp3-preview/94cf6a4e7df256464aa0a91ee048c901185a8964?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.646,0.668,2,-5.203,1,0.0282,0.491,0,0.212,0.64,90.969,audio_features,spotify:track:5uQ7de4EWjb3rkcFxyEOpu,https://api.spotify.com/v1/tracks/5uQ7de4EWjb3rkcFxyEOpu,https://api.spotify.com/v1/audio-analysis/5uQ7de4EWjb3rkcFxyEOpu,148318,4
2eAvDnpXP5W0cVtiI0PUxV,Dandelions,Ruth B.,233720,85,https://p.scdn.co/mp3-preview/3e55602bc286bc1fad9347931327e649ff9adfa1?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.609,0.692,1,-2.958,1,0.0259,0.0157,0,0.0864,0.454,116.959,audio_features,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,https://api.spotify.com/v1/tracks/2eAvDnpXP5W0cVtiI0PUxV,https://api.spotify.com/v1/audio-analysis/2eAvDnpXP5W0cVtiI0PUxV,233720,3
47ibwiSMtAAUD7mrWuuaS8,24,Ananya Birla,166566,32,https://p.scdn.co/mp3-preview/4e7670f674ae22540ab2f405f876f9d48a353137?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.709,0.673,9,-5.864,1,0.0496,0.0428,1.81e-06,0.142,0.288,124.039,audio_features,spotify:track:47ibwiSMtAAUD7mrWuuaS8,https://api.spotify.com/v1/tracks/47ibwiSMtAAUD7mrWuuaS8,https://api.spotify.com/v1/audio-analysis/47ibwiSMtAAUD7mrWuuaS8,166566,4
3XV5r1cMB2AlD2ir0v6mfm,The Way I Love You,yaeow,162726,3,https://p.scdn.co/mp3-preview/f19ae58a43b7ee96cf8d109b4daac5942c8a4ab1?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.544,0.206,6,-18.037,1,0.0318,0.94,0.453,0.385,0.128,113.124,audio_features,spotify:track:3XV5r1cMB2AlD2ir0v6mfm,https://api.spotify.com/v1/tracks/3XV5r1cMB2AlD2ir0v6mfm,https://api.spotify.com/v1/audio-analysis/3XV5r1cMB2AlD2ir0v6mfm,162727,3
1sd2HaV5RYWN8ly7htaElN,everything everywhere always,elijah woods,147847,64,https://p.scdn.co/mp3-preview/5586633a88dae86bf290349cbc17e145d90646e5?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.402,0.38,6,-10.233,1,0.045,0.746,2.58e-06,0.272,0.187,143.632,audio_features,spotify:track:1sd2HaV5RYWN8ly7htaElN,https://api.spotify.com/v1/tracks/1sd2HaV5RYWN8ly7htaElN,https://api.spotify.com/v1/audio-analysis/1sd2HaV5RYWN8ly7htaElN,147847,5
31fMJwgrgNdk1IbWZEchX2,Love You Still (abcdefu romantic version),Tyler Shaw,150173,56,https://p.scdn.co/mp3-preview/7fb08eebc13d2b4eaf7c3d9bc57d0c3dc6acbffe?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.712,0.0784,4,-19.067,1,0.0544,0.739,0,0.107,0.642,121.443,audio_features,spotify:track:31fMJwgrgNdk1IbWZEchX2,https://api.spotify.com/v1/tracks/31fMJwgrgNdk1IbWZEchX2,https://api.spotify.com/v1/audio-analysis/31fMJwgrgNdk1IbWZEchX2,150174,4
3PV8uIQnxD4Qiimn3x6PVr,La Vie En Rose,Emily Watts,157683,64,https://p.scdn.co/mp3-preview/6c2f40804625309a74c3dcd7efd407366edc9217?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.419,0.0842,6,-17.542,1,0.0341,0.957,0,0.285,0.246,88.278,audio_features,spotify:track:3PV8uIQnxD4Qiimn3x6PVr,https://api.spotify.com/v1/tracks/3PV8uIQnxD4Qiimn3x6PVr,https://api.spotify.com/v1/audio-analysis/3PV8uIQnxD4Qiimn3x6PVr,157683,4
2CvOqDpQIMw69cCzWqr5yr,Halo,Beyoncé,261160,73,https://p.scdn.co/mp3-preview/6fd951cef00937cd2b7165a14f10d5e69239e5f7?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.422,0.712,11,-5.907,0,0.1,0.273,0,0.051,0.471,78.454,audio_features,spotify:track:2CvOqDpQIMw69cCzWqr5yr,https://api.spotify.com/v1/tracks/2CvOqDpQIMw69cCzWqr5yr,https://api.spotify.com/v1/audio-analysis/2CvOqDpQIMw69cCzWqr5yr,261160,4
273QnyCvJB65rScHJ1nPZb,Make You Feel My Love,Adele,212040,76,https://p.scdn.co/mp3-preview/3d9582dbaa291a0bdf96e750281595574f0de3ad?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.317,0.172,10,-10.636,1,0.0326,0.907,0.000383,0.105,0.0963,65.18,audio_features,spotify:track:273QnyCvJB65rScHJ1nPZb,https://api.spotify.com/v1/tracks/273QnyCvJB65rScHJ1nPZb,https://api.spotify.com/v1/audio-analysis/273QnyCvJB65rScHJ1nPZb,212040,3
3XVBdLihbNbxUwZosxcGuJ,If I Ain't Got You,Alicia Keys,228706,83,https://p.scdn.co/mp3-preview/2d1fd54c4a4147b43e1eb79c00380e36818a2546?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.609,0.444,7,-9.129,1,0.106,0.603,6.86e-06,0.104,0.166,118.402,audio_features,spotify:track:3XVBdLihbNbxUwZosxcGuJ,https://api.spotify.com/v1/tracks/3XVBdLihbNbxUwZosxcGuJ,https://api.spotify.com/v1/audio-analysis/3XVBdLihbNbxUwZosxcGuJ,228707,3
4eHbdreAnSOrDDsFfc4Fpm,I Will Always Love You,Whitney Houston,271093,77,https://p.scdn.co/mp3-preview/db431eff82899d9af76c9156d66d29aa951c21d8?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.332,0.214,4,-12.518,1,0.0349,0.845,5.62e-06,0.0839,0.11,67.531,audio_features,spotify:track:4eHbdreAnSOrDDsFfc4Fpm,https://api.spotify.com/v1/tracks/4eHbdreAnSOrDDsFfc4Fpm,https://api.spotify.com/v1/audio-analysis/4eHbdreAnSOrDDsFfc4Fpm,271093,4
34gCuhDGsG4bRPIf9bb02f,Thinking out Loud,Ed Sheeran,281560,80,https://p.scdn.co/mp3-preview/7b5d54ffb3c4e5c28adafe19532de22508d62851?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,audio_features,spotify:track:34gCuhDGsG4bRPIf9bb02f,https://api.spotify.com/v1/tracks/34gCuhDGsG4bRPIf9bb02f,https://api.spotify.com/v1/audio-analysis/34gCuhDGsG4bRPIf9bb02f,281560,4
00l9787imUuRzkCGQEgaRK,It's All Coming Back to Me Now,Céline Dion,349013,50,https://p.scdn.co/mp3-preview/d45a66b82ff71c294d34eae2d24317b49763cce4?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.354,0.6,0,-7.18,1,0.0588,0.314,0,0.107,0.261,174.39,audio_features,spotify:track:00l9787imUuRzkCGQEgaRK,https://api.spotify.com/v1/tracks/00l9787imUuRzkCGQEgaRK,https://api.spotify.com/v1/audio-analysis/00l9787imUuRzkCGQEgaRK,349013,4
47Slg6LuqLaX0VodpSCvPt,Just the Way You Are,Bruno Mars,220734,79,https://p.scdn.co/mp3-preview/6d1a901b10c7dc609d4c8628006b04bc6e672be8?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.635,0.841,5,-5.379,1,0.0422,0.0134,0,0.0622,0.424,109.021,audio_features,spotify:track:47Slg6LuqLaX0VodpSCvPt,https://api.spotify.com/v1/tracks/47Slg6LuqLaX0VodpSCvPt,https://api.spotify.com/v1/audio-analysis/47Slg6LuqLaX0VodpSCvPt,220734,4
3SdTKo2uVsxFblQjpScoHy,Stand By Me,Ben E. King,180055,75,https://p.scdn.co/mp3-preview/88493701fe90b75e7e559ee5eefd9d7d0c272467?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,audio_features,spotify:track:3SdTKo2uVsxFblQjpScoHy,https://api.spotify.com/v1/tracks/3SdTKo2uVsxFblQjpScoHy,https://api.spotify.com/v1/audio-analysis/3SdTKo2uVsxFblQjpScoHy,180056,4
5TAf4lnZCZTLlZHNZMLFLi,I Try,Macy Gray,239440,71,https://p.scdn.co/mp3-preview/48c1c7bdf2f8bb250d80fc123752dee589154b51?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.593,0.642,2,-7.284,1,0.0299,0.313,0.000582,0.0804,0.736,76.403,audio_features,spotify:track:5TAf4lnZCZTLlZHNZMLFLi,https://api.spotify.com/v1/tracks/5TAf4lnZCZTLlZHNZMLFLi,https://api.spotify.com/v1/audio-analysis/5TAf4lnZCZTLlZHNZMLFLi,239440,4
63xdwScd1Ai1GigAwQxE8y,Let's Stay Together,Al Green,199396,75,https://p.scdn.co/mp3-preview/027817c11eaff28a45d96046a1c5da43d8a1e155?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.756,0.401,7,-10.702,0,0.0526,0.582,0.011,0.0541,0.514,101.954,audio_features,spotify:track:63xdwScd1Ai1GigAwQxE8y,https://api.spotify.com/v1/tracks/63xdwScd1Ai1GigAwQxE8y,https://api.spotify.com/v1/audio-analysis/63xdwScd1Ai1GigAwQxE8y,199396,4
1EzrEOXmMH3G43AXT1y7pA,I'm Yours,Jason Mraz,242946,75,https://p.scdn.co/mp3-preview/0952568e496914bb61383588ac417ec70abefc1d?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.703,0.444,11,-9.331,1,0.0417,0.559,0,0.0973,0.712,150.96,audio_features,spotify:track:1EzrEOXmMH3G43AXT1y7pA,https://api.spotify.com/v1/tracks/1EzrEOXmMH3G43AXT1y7pA,https://api.spotify.com/v1/audio-analysis/1EzrEOXmMH3G43AXT1y7pA,242947,4
4X6F9xoYUyJh4OhnXbAZv2,This Year's Love,David Gray,245533,15,https://p.scdn.co/mp3-preview/8f8a167441c83498d499a3a75fdca03a64a626b4?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.329,0.167,8,-11.635,1,0.0311,0.731,3.08e-05,0.101,0.203,165.026,audio_features,spotify:track:4X6F9xoYUyJh4OhnXbAZv2,https://api.spotify.com/v1/tracks/4X6F9xoYUyJh4OhnXbAZv2,https://api.spotify.com/v1/audio-analysis/4X6F9xoYUyJh4OhnXbAZv2,245533,3
44AyOl4qVkzS48vBsbNXaC,Can't Help Falling in Love,Elvis Presley,182360,79,https://p.scdn.co/mp3-preview/962e228fc976da0f39439d99893b3d7151031577?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.396,0.293,2,-14.062,1,0.0275,0.941,0.000196,0.105,0.343,100.307,audio_features,spotify:track:44AyOl4qVkzS48vBsbNXaC,https://api.spotify.com/v1/tracks/44AyOl4qVkzS48vBsbNXaC,https://api.spotify.com/v1/audio-analysis/44AyOl4qVkzS48vBsbNXaC,182360,3
2DjWsDGgL1xNbhnr7f6t5F,Baby Can I Hold You,Tracy Chapman,193120,74,https://p.scdn.co/mp3-preview/c2bb675f67e498694633c81f3e8c1682b0197e30?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.692,0.422,2,-10.533,1,0.0333,0.0811,0,0.0848,0.468,74.375,audio_features,spotify:track:2DjWsDGgL1xNbhnr7f6t5F,https://api.spotify.com/v1/tracks/2DjWsDGgL1xNbhnr7f6t5F,https://api.spotify.com/v1/audio-analysis/2DjWsDGgL1xNbhnr7f6t5F,193120,4
3YKptz29AsOlm7WAVnztBh,Kiss from a Rose,Seal,288426,71,https://p.scdn.co/mp3-preview/7902464c33351dafb17949c3f699bf035ba57d22?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.584,0.533,10,-7.11,0,0.0305,0.684,0,0.306,0.224,131.745,audio_features,spotify:track:3YKptz29AsOlm7WAVnztBh,https://api.spotify.com/v1/tracks/3YKptz29AsOlm7WAVnztBh,https://api.spotify.com/v1/audio-analysis/3YKptz29AsOlm7WAVnztBh,288427,3
6LtPIXlIzPOTF8vTecYjRe,Bleeding Love,Leona Lewis,262693,61,https://p.scdn.co/mp3-preview/068f41d644b4e5d15f390bd995628f03166219c7?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.635,0.647,5,-5.864,1,0.0366,0.192,0,0.154,0.201,104.058,audio_features,spotify:track:6LtPIXlIzPOTF8vTecYjRe,https://api.spotify.com/v1/tracks/6LtPIXlIzPOTF8vTecYjRe,https://api.spotify.com/v1/audio-analysis/6LtPIXlIzPOTF8vTecYjRe,262693,4
225xvV8r1yKMHErSWivnow,"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,298760,71,https://p.scdn.co/mp3-preview/f02930ba19b2760c7df9abfbd7aca5ba1ea99be9?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.383,0.662,2,-5.162,1,0.0333,0.165,0,0.248,0.138,121.154,audio_features,spotify:track:225xvV8r1yKMHErSWivnow,https://api.spotify.com/v1/tracks/225xvV8r1yKMHErSWivnow,https://api.spotify.com/v1/audio-analysis/225xvV8r1yKMHErSWivnow,298760,4
2jdAk8ATWIL3dwT47XpRfu,Slow Dancing in a Burning Room,John Mayer,242000,75,https://p.scdn.co/mp3-preview/6d12adc4a57955aea80caa0f6b81b71c6301788e?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.667,0.361,1,-8.69,0,0.0273,0.575,0.00506,0.0805,0.29,134.018,audio_features,spotify:track:2jdAk8ATWIL3dwT47XpRfu,https://api.spotify.com/v1/tracks/2jdAk8ATWIL3dwT47XpRfu,https://api.spotify.com/v1/audio-analysis/2jdAk8ATWIL3dwT47XpRfu,242000,5
602rw0d0jQLoSCAfqdeY7Z,Yours in the Morning,Patrick Droney,214919,34,https://p.scdn.co/mp3-preview/72ae04e3a0f01c0b03bcae8db5f7d777ae4c100a?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.446,0.73,11,-5.243,1,0.0719,0.0157,1.01e-05,0.11,0.215,148.102,audio_features,spotify:track:602rw0d0jQLoSCAfqdeY7Z,https://api.spotify.com/v1/tracks/602rw0d0jQLoSCAfqdeY7Z,https://api.spotify.com/v1/audio-analysis/602rw0d0jQLoSCAfqdeY7Z,214920,4
1U1GtaJeYwGsPgqV9Me5bb,Hold You in My Arms,Ray LaMontagne,306200,31,https://p.scdn.co/mp3-preview/46d87fc2c9089189bc90caad534e862f220c3772?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.504,0.321,7,-13.807,1,0.0316,0.149,0.000107,0.147,0.577,170.134,audio_features,spotify:track:1U1GtaJeYwGsPgqV9Me5bb,https://api.spotify.com/v1/tracks/1U1GtaJeYwGsPgqV9Me5bb,https://api.spotify.com/v1/audio-analysis/1U1GtaJeYwGsPgqV9Me5bb,306200,3
1pEpnFsBtUQEtA7TfKS1EH,Rock Back & Forth,John-Robert,185717,30,https://p.scdn.co/mp3-preview/0c0387b72dab639b3dc3d442f29cbd62b438fbfb?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.735,0.682,11,-6.518,1,0.0274,0.49,0.0319,0.123,0.727,93.97,audio_features,spotify:track:1pEpnFsBtUQEtA7TfKS1EH,https://api.spotify.com/v1/tracks/1pEpnFsBtUQEtA7TfKS1EH,https://api.spotify.com/v1/audio-analysis/1pEpnFsBtUQEtA7TfKS1EH,185717,4
0O0bttAxJKKWqAqY2Nq4mC,Falling In Love,Cigarettes After Sex,245840,73,https://p.scdn.co/mp3-preview/8b4818b13943cdb637c9fdc354d428cd6f04c06e?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.475,0.269,7,-11.641,1,0.027,0.722,0.017,0.125,0.357,140.654,audio_features,spotify:track:0O0bttAxJKKWqAqY2Nq4mC,https://api.spotify.com/v1/tracks/0O0bttAxJKKWqAqY2Nq4mC,https://api.spotify.com/v1/audio-analysis/0O0bttAxJKKWqAqY2Nq4mC,245840,4
6eA8pANu9ryDcoTTe5myKk,Consider Me,Allen Stone,184952,53,https://p.scdn.co/mp3-preview/09247b4659cdda4a2625bcc4ef5f61cbad5f9b8f?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.469,0.664,9,-5.138,0,0.0806,0.195,0,0.101,0.527,77.767,audio_features,spotify:track:6eA8pANu9ryDcoTTe5myKk,https://api.spotify.com/v1/tracks/6eA8pANu9ryDcoTTe5myKk,https://api.spotify.com/v1/audio-analysis/6eA8pANu9ryDcoTTe5myKk,184952,4
754kgU5rWscRTfvlsuEwFp,Kiss Me,Sixpence None The Richer,208680,83,https://p.scdn.co/mp3-preview/3d12e73912650703fb1cc8c800b00d60b10d10e7?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.526,0.749,3,-6.964,1,0.0283,0.023,1.76e-06,0.0692,0.421,99.982,audio_features,spotify:track:754kgU5rWscRTfvlsuEwFp,https://api.spotify.com/v1/tracks/754kgU5rWscRTfvlsuEwFp,https://api.spotify.com/v1/audio-analysis/754kgU5rWscRTfvlsuEwFp,208680,4
4iZaIWU07z4MtlhVErotC4,I Need Your Love,Jake Coco,199797,49,https://p.scdn.co/mp3-preview/51fe8c1224eab838a6bb692d0ceb3579de12082d?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.595,0.252,3,-7.428,1,0.0358,0.864,0,0.124,0.293,111.33,audio_features,spotify:track:4iZaIWU07z4MtlhVErotC4,https://api.spotify.com/v1/tracks/4iZaIWU07z4MtlhVErotC4,https://api.spotify.com/v1/audio-analysis/4iZaIWU07z4MtlhVErotC4,199797,4
37be8tzF6vZoAB72dsMxLH,Thinking Out Loud,Ed Sheeran,281560,4,https://p.scdn.co/mp3-preview/c87c7689b6dc8d40684f9ba9c159b69f97bd6f56?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.781,0.445,2,-6.061,1,0.0296,0.474,0,0.184,0.591,78.997,audio_features,spotify:track:37be8tzF6vZoAB72dsMxLH,https://api.spotify.com/v1/tracks/37be8tzF6vZoAB72dsMxLH,https://api.spotify.com/v1/audio-analysis/37be8tzF6vZoAB72dsMxLH,281560,4
3rmo8F54jFF8OgYsqTxm5d,Bad Habits,Ed Sheeran,230746,79,https://p.scdn.co/mp3-preview/22f3a86c8a83e364db595007f9ac1d666596a335?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,audio_features,spotify:track:3rmo8F54jFF8OgYsqTxm5d,https://api.spotify.com/v1/tracks/3rmo8F54jFF8OgYsqTxm5d,https://api.spotify.com/v1/audio-analysis/3rmo8F54jFF8OgYsqTxm5d,230747,4
7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,233712,85,https://p.scdn.co/mp3-preview/7339548839a263fd721d01eb3364a848cad16fa7?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,audio_features,spotify:track:7qiZfU4dY1lWllzX7mPBI3,https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3,https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3,233713,4
0JiVRyTJcJnmlwCZ854K4p,Alone,Alan Walker,161200,60,https://p.scdn.co/mp3-preview/623bb6720396d5ca585f81cbc6c2c04d83608e53?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.676,0.929,10,-3.194,1,0.0458,0.186,0.000405,0.121,0.157,97.019,audio_features,spotify:track:0JiVRyTJcJnmlwCZ854K4p,https://api.spotify.com/v1/tracks/0JiVRyTJcJnmlwCZ854K4p,https://api.spotify.com/v1/audio-analysis/0JiVRyTJcJnmlwCZ854K4p,161200,4
698ItKASDavgwZ3WjaWjtz,Faded,Alan Walker,212106,80,https://p.scdn.co/mp3-preview/dd79198f4b4c43aef9c8e8e1c4708a402862dd0e?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,audio_features,spotify:track:698ItKASDavgwZ3WjaWjtz,https://api.spotify.com/v1/tracks/698ItKASDavgwZ3WjaWjtz,https://api.spotify.com/v1/audio-analysis/698ItKASDavgwZ3WjaWjtz,212107,4
5T6bJp3XgwT0IaCfKMxmAu,Perfect - Acoustic,Ed Sheeran,260866,58,https://p.scdn.co/mp3-preview/99a16ad19a22f6484100f256eafab7077201fdf5?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.432,0.377,7,-5.79,1,0.0304,0.459,0,0.114,0.394,94.973,audio_features,spotify:track:5T6bJp3XgwT0IaCfKMxmAu,https://api.spotify.com/v1/tracks/5T6bJp3XgwT0IaCfKMxmAu,https://api.spotify.com/v1/audio-analysis/5T6bJp3XgwT0IaCfKMxmAu,260867,3
1VyiUi0mRnSKgtHa5dBoUd,Spirits,The Strumbellas,203653,66,https://p.scdn.co/mp3-preview/25f18f3cdb4d0af0e09865ebb9e8ae8bc1af27e4?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.556,0.657,0,-6.075,1,0.0265,0.17,0,0.113,0.79,80.529,audio_features,spotify:track:1VyiUi0mRnSKgtHa5dBoUd,https://api.spotify.com/v1/tracks/1VyiUi0mRnSKgtHa5dBoUd,https://api.spotify.com/v1/audio-analysis/1VyiUi0mRnSKgtHa5dBoUd,203653,4
5CWwUMVdDMw3iXOVxBTAs4,Bad Day,Daniel Powter,235160,19,https://p.scdn.co/mp3-preview/139e6227aa7c8e119b1d2347909aa3f034ccb3db?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.578,0.812,3,-3.249,1,0.0316,0.475,0.00404,0.124,0.552,140.097,audio_features,spotify:track:5CWwUMVdDMw3iXOVxBTAs4,https://api.spotify.com/v1/tracks/5CWwUMVdDMw3iXOVxBTAs4,https://api.spotify.com/v1/audio-analysis/5CWwUMVdDMw3iXOVxBTAs4,235160,4
45aBsnKRWUzhwbcqOJLwfe,This Is Me,Keala Settle,234706,71,https://p.scdn.co/mp3-preview/f956356f4a3bf4d34fc93c66e43e6713c85d0a5c?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,audio_features,spotify:track:45aBsnKRWUzhwbcqOJLwfe,https://api.spotify.com/v1/tracks/45aBsnKRWUzhwbcqOJLwfe,https://api.spotify.com/v1/audio-analysis/45aBsnKRWUzhwbcqOJLwfe,234707,4
0gplL1WMoJ6iYaPgMCL0gX,Easy On Me,Adele,224694,78,https://p.scdn.co/mp3-preview/a0cd8077c79a4aa3dcaa68bbc5ecdeda46e8d13f?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.604,0.366,5,-7.519,1,0.0282,0.578,0,0.133,0.13,141.981,audio_features,spotify:track:0gplL1WMoJ6iYaPgMCL0gX,https://api.spotify.com/v1/tracks/0gplL1WMoJ6iYaPgMCL0gX,https://api.spotify.com/v1/audio-analysis/0gplL1WMoJ6iYaPgMCL0gX,224695,4
1PcvkzcTfuRJD5yblGetBO,Colorado,MIKOLAS,151768,41,https://p.scdn.co/mp3-preview/c13027e918613c492852572f909efd57f7dc7b5c?cid=b52c7bdbb51648a6aaf15ccd0ae452c8,0.786,0.745,11,-5.492,1,0.0941,0.131,0,0.102,0.888,121.996,audio_features,spotify:track:1PcvkzcTfuRJD5yblGetBO,https://api.spotify.com/v1/tracks/1PcvkzcTfuRJD5yblGetBO,https://api.spotify.com/v1/audio-analysis/1PcvkzcTfuRJD5yblGetBO,151768,4
